side_effects,count
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Bladder pain bloody or cloudy urine body aches or pain chills cough difficult, burning, or painful urination difficulty in breathing ear congestion fever frequent urge to urinate headache loss of voice lower back or side pain runny or stuffy nose sneezing sore throat unusual tiredness or weakness Less common Abnormal healing anxiety black, tarry stools bloating or swelling of the face, arms, hands, lower legs, or feet blue or pale skin blurred vision chest pain, possibly moving to the left arm, neck, or shoulder dark urine decreased vision diarrhea dizziness fainting fast, pounding, or irregular heartbeat or pulse hoarseness indigestion itching, skin rash light-colored stools loss of appetite loss of strength or energy muscle pain or weakness nausea pain in the throat, arms, legs, or pelvis pain or discomfort in the arms, jaw, back, or neck painful or difficult urination rapid weight gain severe nausea or vomiting sores, ulcers, or white spots on the lips or in the mouth stomach pain sweating tingling of the hands or feet unpleasant breath odor unusual bleeding or bruising unusual weight gain or loss vomiting vomiting of blood yellow eyes or skin Incidence not known Blindness blistering, peeling, or loosening of the skin blue-yellow color blindness blurred vision constipation darkened urine eye pain indigestion joint or muscle pain pain, redness, or swelling in the arm or leg pains in the stomach, side, or abdomen, possibly radiating to the back red, irritated eyes red skin lesions, often with a purple center trouble breathing Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Back pain bleeding, blistering, burning, coldness, discoloration of skin, feeling of pressure, hives, infection, inflammation, itching, lumps, numbness, pain, rash, redness, scarring, soreness, stinging, swelling, tenderness, tingling, ulceration, or warmth at the injection site Incidence not known Loss or thinning of the hair Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Cyltezo side effects",1
"swelling of your face, lips, tongue, or throat. DHS Tar Shampoo may cause serious side effects. Stop using DHS Tar Shampoo and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"In animal studies, coal tar has been shown to increase the chance of skin cancer. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: Rare Skin irritation not present before use of this medicine skin rash Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Stinging (mild)—especially for gel and solution dosage forms Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Doak Tar side effects",1
"Anthralin has been shown to cause tumors in animals. However, there have been no reports of anthralin causing tumors in humans. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: More common Redness or other skin irritation of treated or uninvolved skin not present before use of this medicine Rare Skin rash Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Dritho-Scalp side effects",1
"Anthralin has been shown to cause tumors in animals. However, there have been no reports of anthralin causing tumors in humans. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: More common Redness or other skin irritation of treated or uninvolved skin not present before use of this medicine Rare Skin rash Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Drithocreme side effects",1
"swelling of your face, lips, tongue, or throat. Elta Tar may cause serious side effects. Stop using Elta Tar and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"or swelling of the mouth, face, lips, tongue, or throat. Signs of a weak adrenal gland like a very bad upset stomach or throwing up, very bad dizziness or passing out, muscle weakness, feeling very tired, mood changes, not hungry, or weight loss . Signs of Cushing's disease like weight gain in the upper back or belly, moon face, very bad headache , or slow healing. Signs of high blood sugar like confusion, feeling sleepy, more thirst, more hungry, passing urine more often, flushing, fast breathing, or breath that smells like fruit. Irritation where Epifoam (pramoxine and hydrocortisone foam) is used. Skin changes ( pimples , stretch marks, slow healing, hair growth). Thinning of the skin. Epifoam side effects",1
"In animal studies, coal tar has been shown to increase the chance of skin cancer. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: Rare Skin irritation not present before use of this medicine skin rash Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Stinging (mild)—especially for gel and solution dosage forms Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Estar side effects",1
"In animal studies, coal tar has been shown to increase the chance of skin cancer. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: Rare Skin irritation not present before use of this medicine skin rash Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Stinging (mild)—especially for gel and solution dosage forms Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Fototar side effects",1
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Bladder pain bloody or cloudy urine blurred vision chest pain or tightness chills cough difficult, burning, or painful urination dizziness ear congestion or pain fever frequent urge to urinate head congestion headache hoarseness or other voice changes lower back or side pain nervousness pain or tenderness around the eyes and cheekbones pounding in the ears slow or fast heartbeat sneezing sore throat stuffy or runny nose trouble breathing Less common Abnormal healing agitation anxiety arm, back, jaw pain bleeding from the gums or nose blindness bloating or swelling of the face, arms, hands, lower legs, or feet bloody or black, tarry stools bloody or cloudy urine blue or pale skin bone pain or fractures burning, crawling, itching, numbness, prickling, ""pins and needles"" , or tingling feelings chest pain, discomfort, tightness, or heaviness coma confusion cough or hoarseness dark urine decreased vision depression diarrhea difficulty in moving difficulty in swallowing drowsiness dry mouth dry skin eye pain fainting feeling of illness frequent urge to urinate gaseous stomach pain hair loss hallucinations heartburn increased thirst increased urination indigestion irritability itching, skin rash loss of appetite loss of strength or energy light-colored stools lower back or side pain mood or mental changes muscle pain, stiffness, cramps, tightness, rigidity, or spasms nausea no blood pressure or pulse pain, swelling, or redness in the joints pain in the arms or legs pain in the groin or genitals pain or burning in the throat painful or difficult urination pale skin pelvic pain rapid breathing rapid weight gain or loss recurrent fever redness or swelling of the lower leg ringing in the ears unconsciousness seizures shakiness in the legs, arms, hands, or feet sharp back pain just below ribs sore throat sores, ulcers, or white spots on the lips or tongue or inside the mouth stiff neck stomach pain stopping of the heart sunken eyes sweating tingling of the hands or feet trembling or shaking of the hands or feet trouble thinking unpleasant breath odor unusual bleeding or bruising unusual weight gain or loss visual disturbances vomiting vomiting of blood or material that looks like coffee grounds wrinkled skin yellow eyes or skin Incidence not known Blindness blistering, peeling, or loosening of the skin decreased urine output decreased vision dilated neck veins irregular breathing irregular heartbeat red, irritated eyes red skin lesions, often with a purple center swelling of the face, fingers, feet, or lower legs unusual tiredness or weakness weight gain Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Bleeding, blistering, burning, coldness, discoloration of the skin, feeling of pressure, hives, infection, inflammation, itching, lumps, numbness, pain, rash, redness, scarring, soreness, stinging, swelling, tenderness, tingling, ulceration, or warmth at the injection site Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Hadlima side effects",1
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Bladder pain bloody or cloudy urine chest pain or tightness chills cough difficult, burning, or painful urination ear congestion or pain fever frequent urge to urinate headache hoarseness or other voice changes lower back or side pain pain or tenderness around the eyes and cheekbones sneezing sore throat stuffy or runny nose trouble breathing Less common Black, tarry stools blindness blurred vision bone fractures confusion constipation dark urine decreased vision difficulty with moving dizziness dry skin eye pain hair loss increased thirst increased urination itching, skin rash joint pain light-colored stools loss of appetite muscle cramps, pain, spasms, or stiffness nausea nervousness pain in the arms or legs pounding in the ears seizures slow or fast heartbeat sores, ulcers, or white spots in the mouth or on the lips stomach pain trouble thinking unpleasant breath odor unusual bleeding or bruising unusual tiredness or weakness vomiting vomiting of blood yellow eyes or skin Incidence not known Blistering, peeling, or loosening of the skin decreased urine output diarrhea dilated neck veins irregular breathing irregular heartbeat joint pain numbness or tingling in the fingers, face, or feet. red, irritated eyes red skin lesions, often with a purple center swelling of the face, fingers, feet, or lower legs weight gain Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Bleeding, blistering, burning, coldness, discoloration of the skin, feeling of pressure, hives, infection, inflammation, itching, lumps, numbness, pain, rash, redness, scarring, soreness, stinging, swelling, tenderness, tingling, ulceration, or warmth at the injection site Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Hulio side effects",1
"swelling of your face, lips, tongue, or throat. Stop using this medication and call your doctor at once if you show signs of absorbing too much of the medicine through your skin , such as: blurred vision, eye pain , or seeing halos around lights",1
"high blood sugar (increased thirst or urination, hunger, dry mouth, fruity breath odor, weight loss )",1
"or muscle weakness, feeling tired. Stop using the medicine and call your doctor if you have rectal bleeding or severe irritation in any treated skin . Common side effects of hydrocortisone and pramoxine may include: mild redness or swelling of treated skin",1
thinning of treated skin,1
or numbness on areas where the medicine is accidentally applied.,1
"swelling of your face, lips, tongue, or throat. Hydroxyurea may cause serious side effects. Call your doctor at once if you have: numbness , tingling, or burning pain in your hands or feet",1
skin numbness or purple discoloration,1
skin ulcers or open sores,1
"low blood cell counts--fever, chills, tiredness, mouth sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed",1
"or signs of liver or pancreas problems--loss of appetite, upper stomach pain (that may spread to your back), nausea or vomiting , fast heart rate , dark urine, jaundice (yellowing of the skin or eyes). Common side effects of hydroxyurea may include: loss of appetite, nausea",1
or mouth sores.,1
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Bladder pain bloody or cloudy urine body aches or pain chest pain or tightness chills cough difficult, burning, or painful urination ear congestion fever frequent urge to urinate headache hoarseness or other voice changes lower back or side pain pain or tenderness around the eyes and cheekbones sneezing sore throat stuffy or runny nose trouble breathing unusual tiredness or weakness Less common Black, tarry stools blindness blue or pale skin bone fractures confusion dark urine decreased vision difficulty with moving dizziness dry skin eye pain fainting fast, pounding, or irregular heartbeat or pulse hoarseness increased thirst increased urination itching, skin rash indigestion light-colored stools loss of appetite loss of strength or energy muscle cramps, pain, spasms, or stiffness nausea nervousness pain in the arms or legs pounding in the ears seizures slow or fast heartbeat sores, ulcers, or white spots on the lips or in the mouth stomach pain trouble thinking unpleasant breath odor unusual bleeding or bruising vomiting vomiting of blood yellow eyes or skin Incidence not known Blistering, peeling, or loosening of the skin decreased urine output diarrhea dilated neck veins irregular breathing irregular heartbeat joint pain numbness or tingling in the fingers, face, or feet. red, irritated eyes red skin lesions, often with a purple center swelling of the face, fingers, feet, or lower legs weight gain Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Back pain bleeding, blistering, burning, coldness, discoloration of the skin, feeling of pressure, hives, infection, inflammation, itching, lumps, numbness, pain, rash, redness, scarring, soreness, stinging, swelling, tenderness, tingling, ulceration, or warmth at the injection site Incidence not known Hair loss, thinning of hair Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Hyrimoz side effects",1
"swelling of your face, lips, tongue, or throat. Impoyz may cause serious side effects. Call your doctor at once if you have: worsening of your skin condition",1
"or possible signs of absorbing this medicine through your skin--weight gain in your face and shoulders, slow wound healing, skin discoloration, thinning skin, increased body hair, tiredness, mood changes, menstrual changes, sexual changes. Common side effects of Impoyz may include: burning, itching, swelling, or irritation of treated skin",1
"swelling of your face, lips, tongue, or throat. Ionil T may cause serious side effects. Stop using Ionil T and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor or nurse immediately if any of the following side effects occur: More common Black, tarry stools bladder pain bloody or cloudy urine blurred vision body aches or pain chest pain chills cough cough producing mucus difficult, burning, or painful urination difficulty breathing dizziness dryness or soreness of the throat ear congestion fever frequent urge to urinate headache hoarseness itching, rash loss of voice lower back or side pain nervousness pain or swelling in the arms or legs pain or tenderness around the eyes and cheekbones painful or difficult urination pale skin pounding in the ears slow or fast heartbeat sneezing sores, ulcers, or white spots on the lips or in the mouth stuffy or runny nose swollen glands tender, swollen glands in the neck tightness in the chest trouble swallowing troubled breathing with exertion unusual bleeding or bruising unusual tiredness or weakness voice changes Rare Bleeding gums blood in the stool blue lips and fingernails changes in skin color or tenderness of the foot or leg chest discomfort confusion coughing that sometimes produces a pink frothy sputum dark urine decreased urination dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position dry mouth fast or noisy breathing feeling of discomfort general feeling of illness general tiredness and weakness high fever hives increased sweating irregular heartbeat light-colored stools muscle aches nausea pinpoint red spots on the skin puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue rapid, shallow breathing swelling of the joints sunken eyes thirst upper right abdominal or stomach pain vomiting weight loss wrinkled skin yellow eyes and skin Incidence not known Back pain, sudden and severe blistering, peeling, loosening of the skin bloody nose burning, tingling, numbness or pain in the hands, arms, feet, or legs change in mental status clay-colored stools diarrhea difficulty speaking dilated neck veins double vision heavier menstrual periods inability to move the arms, legs, or facial muscles inability to speak loss of appetite muscle weakness, sudden and progressing red, irritated eyes red skin lesions, often with a purple center seizures sensation of pins and needles slow or irregular breathing slow speech stabbing pain temporary vision loss vomiting of blood weight gain Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Belching diarrhea difficulty in moving feeling of warmth heartburn indigestion muscle stiffness redness of the face, neck, arms, and occasionally, upper chest Less common Constipation, severe Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Ixifi side effects",1
"In animal studies, coal tar has been shown to increase the chance of skin cancer. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: Rare Skin irritation not present before use of this medicine skin rash Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Stinging (mild)—especially for gel and solution dosage forms Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Medotar side effects",1
"swelling of your face, lips, tongue, or throat. Methoxsalen may cause serious side effects. Call your doctor at once if you have: severe skin redness within 24 hours after UVA treatment",1
"or blurred vision, tunnel vision, eye pain or swelling, or seeing halos around lights. Mild skin redness may occur and can last for 1 or 2 days. This is a normal side effect after UVA treatment and may not be a sign of severe sunburn. Ask your doctor if you have concerns about any redness or swelling. Common side effects of methoxsalen may include: itching, redness",1
"swelling of your face, lips, tongue, or throat. MG217 Medicated Tar may cause serious side effects. Stop using MG217 Medicated Tar and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"In animal studies, coal tar has been shown to increase the chance of skin cancer. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: Rare Skin irritation not present before use of this medicine skin rash Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Stinging (mild)—especially for gel and solution dosage forms Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Neutrogena T/Derm side effects",1
"swelling of your face, lips, tongue, or throat. Stop using Neutrogena T/Gel and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"swelling of your face, lips, tongue, or throat. Oxipor VHC may cause serious side effects. Stop using Oxipor VHC and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"or swelling of the mouth, face, lips, tongue, or throat. Signs of a weak adrenal gland like a very bad upset stomach or throwing up, very bad dizziness or passing out, muscle weakness, feeling very tired, mood changes, not hungry, or weight loss . Signs of Cushing's disease like weight gain in the upper back or belly, moon face, very bad headache , or slow healing. Signs of high blood sugar like confusion, feeling sleepy, more thirst, more hungry, passing urine more often, flushing, fast breathing, or breath that smells like fruit. Irritation where Pramasone (pramoxine and hydrocortisone cream, gel, and ointment) is used. Skin changes ( pimples , stretch marks, slow healing, hair growth). Thinning of the skin. Pramosone side effects",1
"or swelling of the mouth, face, lips, tongue, or throat. Signs of a weak adrenal gland like a very bad upset stomach or throwing up, very bad dizziness or passing out, muscle weakness, feeling very tired, mood changes, not hungry, or weight loss . Signs of Cushing's disease like weight gain in the upper back or belly, moon face, very bad headache , or slow healing. Signs of high blood sugar like confusion, feeling sleepy, more thirst, more hungry, passing urine more often, flushing, fast breathing, or breath that smells like fruit. Irritation where Proctofoam HC (pramoxine and hydrocortisone rectal foam) is used. Very bad bleeding from rectum or rectal pain. Proctofoam HC side effects",1
"swelling of your face, lips, tongue, or throat. Siliq comes with a Medication Guide and a Patient Wallet Card listing symptoms of a serious side effect. Read this information and learn what symptoms to watch for. Keep the Wallet Card with you at all times. Call your doctor at once if you have: fever, chills, sweating, tiredness",1
"or new or worsening anxiety or depression. Common Siliq side effects may include: fever, chills, flu-like symptoms",1
"swelling of your face, lips, tongue, or throat. Stop using Sorilux and call your doctor at once if you have a serious side effect such as: severe burning, stinging, or irritation after using this medication",1
"or high calcium levels - confusion, tiredness, nausea, vomiting, loss of appetite, constipation, increased thirst or urination, weight loss. Less serious Sorilux side effects may include: mild skin redness",1
dry or peeling skin,1
or mild rash or itching.,1
"swelling of your face, lips, tongue, or throat. Tarsum may cause serious side effects. Stop using Tarsum and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"swelling of your face, lips, tongue, or throat. Theraplex T may cause serious side effects. Stop using Theraplex T and call your doctor at once if you have: severe stinging, burning, swelling, or other irritation of the treated skin. Common side effects may include mild skin irritation or skin rash .",1
"swelling of your face, lips, tongue, or throat. Wynzora may cause serious side effects. Call your doctor at once if you have: worsening of your skin condition",1
"or possible signs of absorbing this medicine through your skin--weight gain (especially in your face or your upper back and torso), slow wound healing, thinning or discolored skin, increased body hair, muscle weakness, nausea, diarrhea , tiredness, mood changes, menstrual changes, sexual changes. Common side effects of Wynzora may include: skin color changes",1
"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: More common Blurred vision body aches or pain chills cough dizziness ear congestion fever headache loss of voice pounding in the ears slow or fast heartbeat sneezing stuffy or runny nose trouble breathing unusual tiredness or weakness Less common Abnormal healing agitation anxiety arm, back, jaw pain bleeding from the gums or nose blindness bloating or swelling of the face, arms, hands, lower legs, or feet bloody or black, tarry stools bloody or cloudy urine blue or pale skin bone pain or fractures burning, crawling, itching, numbness, prickling, ""pins and needles"" , or tingling feelings chest pain, discomfort, tightness, or heaviness coma confusion cough or hoarseness dark urine decreased vision depression diarrhea difficulty in moving difficulty in swallowing drowsiness dry mouth dry skin eye pain fainting feeling of illness frequent urge to urinate gaseous stomach pain hair loss hallucinations heartburn increased thirst increased urination indigestion irritability itching loss of appetite loss of strength or energy light-colored stools lower back or side pain mood or mental changes muscle pain, stiffness, cramps, tightness, rigidity, or spasms nausea no blood pressure or pulse pain, swelling, or redness in the joints pain in the arms or legs pain in the groin or genitals pain or burning in the throat painful or difficult urination pale skin pelvic pain rapid breathing rapid weight gain or loss rash recurrent fever redness or swelling of the lower leg ringing in the ears unconsciousness seizures shakiness in the legs, arms, hands, or feet sharp back pain just below ribs sore throat sores, ulcers, or white spots on the lips or tongue or inside the mouth stiff neck stomach pain stopping of the heart sunken eyes sweating tingling of the hands or feet trembling or shaking of the hands or feet trouble thinking unpleasant breath odor unusual bleeding or bruising unusual weight gain or loss visual disturbances vomiting vomiting of blood or material that looks like coffee grounds wrinkled skin yellow eyes or skin Incidence not known Blistering, peeling, or loosening of skin blisters on the skin blue-yellow color blindness inability to move arms and legs red irritated eyes red skin lesions, often with a purple center sudden numbness and weakness in the arms and legs swelling in the arm or leg Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Bleeding, blistering, burning, coldness, discoloration of skin, feeling of pressure, hives, infection, inflammation, itching, lumps, numbness, pain, rash, redness, scarring, soreness, stinging, swelling, tenderness, tingling, ulceration, or warmth at the injection site pain or tenderness around eyes and cheekbones Incidence not known Loss or thinning of the hair Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Yusimry side effects",1
"Anthralin has been shown to cause tumors in animals. However, there have been no reports of anthralin causing tumors in humans. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: More common Redness or other skin irritation of treated or uninvolved skin not present before use of this medicine Rare Skin rash Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Zithranol side effects",1
"Anthralin has been shown to cause tumors in animals. However, there have been no reports of anthralin causing tumors in humans. Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor as soon as possible if any of the following side effects occur: More common Redness or other skin irritation of treated or uninvolved skin not present before use of this medicine Rare Skin rash Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Zithranol-RR side effects",1
"swelling of your face, lips, tongue, or throat. Serious and sometimes fatal infections may occur. Call your doctor right away if you have signs of infection such as: fever, chills, cough, sweating, body aches, skin sores or redness, diarrhea, weight loss, burning when you urinate, coughing up blood, or feeling very tired or short of breath. Also call your doctor at once if you have: fever, chills, flu symptoms",1
"signs of lymphoma - fever, night sweats, weight loss, stomach pain or swelling, swollen glands (in your neck, armpits, or groin)",1
"signs of tuberculosis - cough, night sweats, loss of appetite, weight loss, feeling very tired",1
"nerve problems - dizziness, numbness or tingling, problems with vision, or weak feeling in your arms or legs",1
"signs of heart failure - shortness of breath, swelling in your lower legs",1
"lupus-like syndrome - joint pain or swelling, chest discomfort, feeling short of breath, skin rash on your cheeks or arms (worsens in sunlight)",1
"or liver problems - right-sided upper stomach pain, vomiting, tiredness, loss of appetite, yellowing of your skin or eyes. Common Enbrel side effects may include: pain, swelling, itching, or redness where the medicine was injected",1
"fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out). Hydroxychloroquine may cause serious side effects. Call your doctor at once if you have: a seizure",1
"or swelling, or pain lasting longer than 10 days. Common side effects of Aspir-Low may include: upset stomach , heartburn",1
"swelling of your face, lips, tongue, or throat. In rare cases, when you first start taking Katerzia, your angina may get worse or you could have a heart attack. Seek emergency medical attention or call your doctor right away if you have symptoms such as: chest pain or pressure, pain spreading to your jaw or shoulder, nausea , sweating. Katerzia may cause serious side effects. Call your doctor at once if you have: pounding heartbeats or fluttering in your chest",1
"or a light-headed feeling, like you might pass out. Common side effects of Katerzia may include: dizziness , drowsiness",1
"swelling of your face, lips, tongue, or throat. Also seek emergency medical attention if you have symptoms of a spinal blood clot : back pain, numbness or muscle weakness in your lower body, or loss of bladder or bowel control. Call your doctor at once if you have: unusual bleeding, or any bleeding that will not stop",1
"signs of bleeding in the brain - sudden weakness (especially on one side of the body), sudden severe headache , problems with speech or vision",1
"or low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common Lovenox side effects may include: nausea, diarrhea",1
